Scanning dir /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository
Starting filesystem walk for root: /
Ambiguous interpolation match for ch.qos.logback:logback-core in home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-logging/commons-logging/1.3.5/commons-logging-1.3.5.pom
Ambiguous interpolation match for ch.qos.logback:logback-core in home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-logging/commons-logging/1.3.5/commons-logging-1.3.5.pom
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-logging/commons-logging/1.3.5/commons-logging-1.3.5.pom file and found 12 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.16.1/commons-io-2.16.1.pom file and found 10 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.20.0/commons-io-2.20.0.pom file and found 7 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.11.0/commons-io-2.11.0.pom file and found 7 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/javax/inject/javax.inject/1/javax.inject-1.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/tools/jackson/jackson-bom/3.1.2/jackson-bom-3.1.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/tools/jackson/core/jackson-core/3.1.2/jackson-core-3.1.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/tools/jackson/core/jackson-databind/3.1.2/jackson-databind-3.1.2.pom file and found 6 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/tools/jackson/jackson-base/3.1.2/jackson-base-3.1.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/zipkin/reporter2/zipkin-reporter-bom/3.5.3/zipkin-reporter-bom-3.5.3.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/zipkin/brave/brave-bom/6.3.1/brave-bom-6.3.1.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/rsocket/rsocket-bom/1.1.5/rsocket-bom-1.1.5.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/opentelemetry/opentelemetry-bom/1.55.0/opentelemetry-bom-1.55.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/projectreactor/reactor-bom/2025.0.5/reactor-bom-2025.0.5.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/prometheus/simpleclient_bom/0.16.0/simpleclient_bom-0.16.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/prometheus/client_java_parent/1.4.3/client_java_parent-1.4.3.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/prometheus/parent/0.16.0/parent-0.16.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/prometheus/prometheus-metrics-bom/1.4.3/prometheus-metrics-bom-1.4.3.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/netty/netty-bom/4.2.12.Final/netty-bom-4.2.12.Final.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-bom/1.16.5/micrometer-bom-1.16.5.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-jakarta9/1.16.5/micrometer-jakarta9-1.16.5.pom file and found 6 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-core/1.16.6/micrometer-core-1.16.6.pom file and found 36 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-commons/1.16.5/micrometer-commons-1.16.5.pom file and found 4 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-observation/1.16.5/micrometer-observation-1.16.5.pom file and found 5 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/java/dev/jna/jna-platform/5.17.0/jna-platform-5.17.0.pom file and found 1 package
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/java/dev/jna/jna/5.17.0/jna-5.17.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/minidev/json-smart/2.6.0/json-smart-2.6.0.pom file and found 3 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/minidev/accessors-smart/2.6.0/accessors-smart-2.6.0.pom file and found 2 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-parent/1.17.8/byte-buddy-parent-1.17.8.pom file and found 2 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-agent/1.17.8/byte-buddy-agent-1.17.8.pom file and found 1 package
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy/1.17.8/byte-buddy-1.17.8.pom file and found 4 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/activation/jakarta.activation-api/2.1.4/jakarta.activation-api-2.1.4.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/platform/jakartaee-api-parent/9.1.0/jakartaee-api-parent-9.1.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/validation/jakarta.validation-api/3.1.1/jakarta.validation-api-3.1.1.pom file and found 1 package
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/xml/bind/jakarta.xml.bind-api/4.0.4/jakarta.xml.bind-api-4.0.4.pom file and found 2 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/xml/bind/jakarta.xml.bind-api-parent/4.0.4/jakarta.xml.bind-api-parent-4.0.4.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/annotation/jakarta.annotation-api/3.0.0/jakarta.annotation-api-3.0.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/github/luben/zstd-jni/1.5.5-11/zstd-jni-1.5.5-11.pom file and found 2 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/jayway/jsonpath/json-path/2.10.0/json-path-2.10.0.pom file and found 2 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/google/code/findbugs/jsr305/3.0.2/jsr305-3.0.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/vaadin/external/google file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/vaadin/external/google/android-json/0.0.20131108.vaadin1/android-json-0.0.20131108.vaadin1.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/jackson/jackson-bom/2.19.1/jackson-bom-2.19.1.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/jackson/jackson-bom/2.21.2/jackson-bom-2.21.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/jackson/core/jackson-annotations/2.21/jackson-annotations-2.21.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/jackson/jackson-parent/2.19.2/jackson-parent-2.19.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/jackson/jackson-parent/2.21/jackson-parent-2.21.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/oss-parent/68/oss-parent-68.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/oss-parent/74/oss-parent-74.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/oss-parent/79/oss-parent-79.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/oss-parent/75/oss-parent-75.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/fasterxml/classmate/1.7.3/classmate-1.7.3.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/querydsl/querydsl-bom/5.1.0/querydsl-bom-5.1.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/thoughtworks/qdox/qdox/2.2.0/qdox-2.2.0.pom file and found 3 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-parent-1.5.32.pom file and found 5 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-classic/1.5.32/logback-classic-1.5.32.pom file and found 11 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-core/1.5.32/logback-core-1.5.32.pom file and found 8 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/task-web/pom.xml file and found 6 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/pom.xml file and found 2 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/task-domain/pom.xml file and found 2 packages
End status: 764 dirs visited, 2138 inodes visited, 340 Extract calls, 860.142796ms elapsed, 860.142968ms wall time
Filtered 271 local/unscannable package/s from the scan.
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-core/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-core/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-core-blackbox/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-core-blackbox/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-classic/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-classic/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-classic-misc/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-classic-misc/pom.xml: no such file or directory
